City,Body_Type,Ownerno,Company,Model,Modelyear,Variantname,Price,Registration_Year,Insurance_Validity,Fuel_Type,Seats,Kms_Driven,Transmission,Year_Of_Manufacture,Engine,Mileage,Age_Old_In_Year
chennai,Hatchback,1,Hyundai,Grand i10 Nios,2020,Sportz,13.507625778194974,2020,Comprehensive,Diesel,5,39605,Manual,2020,1186,26.2,4
chennai,Hatchback,1,Maruti,Wagon R,2016,AMT,12.916568464424731,2016,Comprehensive,Petrol,5,66992,Automatic,2016,998,20.51,8
chennai,SUV,1,Mercedes-Benz,GLC,2021,220d 4MATIC,15.590462908875947,2021,Comprehensive,Diesel,5,50000,Automatic,2021,1950,17.9,3
chennai,Hatchback,1,Maruti,Celerio,2017,ZXI,13.038979594549872,2017,Third Party,Petrol,5,29973,Manual,2017,998,21.63,7
chennai,Hatchback,1,Renault,KWID,2018,RXL,12.793859310432293,2018,Third Party,Petrol,5,49791,Manual,2018,799,25.17,6
chennai,SUV,1,MG,Hector,2020,Sharp,14.316285845876765,2020,Third Party,Petrol,5,52609,Automatic,2020,1451,13.96,4
chennai,Hatchback,1,Honda,Jazz,2010,S,12.793859310432293,2010,Comprehensive,Petrol,5,70000,Manual,2010,1198,16.0,14
chennai,SUV,1,Honda,WR-V,2018,Edge Edition,13.458835614025542,2018,Third Party,Petrol,5,23000,Manual,2018,1199,17.5,6
chennai,Hatchback,1,Maruti,Alto,2010,LXI,12.254862809699606,2010,Third Party,Petrol,5,52172,Manual,2010,796,19.7,14
chennai,SUV,1,Hyundai,Creta,2022,SX Diesel,14.417090544998729,2022,Third Party,Diesel,5,29041,Manual,2022,1493,22.1,2
chennai,Hatchback,1,Nissan,Micra,2017,XL CVT,13.091902108061824,2017,Third Party,Petrol,5,67022,Automatic,2017,1198,19.34,7
chennai,Sedan,1,Audi,A8,2021,55 TFSI,16.012735135300492,2021,Comprehensive,Petrol,5,9900,Automatic,2021,2995,11.7,3
chennai,Sedan,2,Volkswagen,Ameo,2016,1.5 TDI,13.148031124152906,2016,Zero Dep,Diesel,5,103651,Manual,2016,1498,21.66,8
chennai,Sedan,1,Honda,Amaze,2016,S AT,13.16158409055761,2017,Third Party,Petrol,5,49682,Automatic,2016,1198,15.5,7
chennai,SUV,1,Volvo,XC60,2018,D4,15.38412647587812,2018,Comprehensive,Diesel,5,31000,Automatic,2018,1984,14.7,6
chennai,Hatchback,3,Renault,KWID,2018,RXT,12.628067055589549,2018,Comprehensive,Petrol,5,53751,Manual,2018,799,25.17,6
chennai,Hatchback,2,Maruti,Alto 800,2015,LXI,12.380025952653613,2015,Comprehensive,Petrol,5,111283,Manual,2015,796,22.05,9
chennai,SUV,2,Ford,Ecosport,2013,1.5 DV5,13.199324418540456,2013,Comprehensive,Diesel,5,63000,Manual,2013,1498,22.7,11
chennai,MUV,1,Datsun,GO Plus,2016,T,12.799399490807907,2016,Comprehensive,Petrol,7,52509,Manual,2016,1198,19.44,8
chennai,Hatchback,1,Nissan,Micra,2017,Diesel XL,13.038979594549872,2017,Third Party,Diesel,5,69319,Manual,2017,1461,23.08,7
chennai,Hatchback,1,Maruti,Celerio,2018,VXI,13.019222618484816,2019,Comprehensive,Petrol,5,89191,Manual,2018,998,25.24,5
chennai,SUV,1,Mahindra,KUV 100,2017,D75,12.999065161059836,2017,Comprehensive,Diesel,6,123152,Manual,2017,1198,25.32,7
chennai,Sedan,2,Audi,A6,2013,2.0 TDI,14.207552645740298,2013,Comprehensive,Diesel,5,65000,Automatic,2013,1968,17.68,11
chennai,Sedan,1,Honda,Amaze,2014,S i-Dtech,12.971540487669746,2014,Comprehensive,Diesel,5,116413,Manual,2014,1498,25.8,10
chennai,Sedan,1,Audi,A6,2015,35 TFSI,14.644062375530424,2016,Third Party,Petrol,5,56000,Automatic,2015,1798,15.26,8
chennai,Sedan,1,Audi,A6,2015,35 TFSI,14.55267414547198,2016,Third Party,Petrol,5,78000,Automatic,2015,1798,15.26,8
chennai,SUV,1,Mercedes-Benz,GLE,2020,300d,15.83041357850654,2020,Comprehensive,Diesel,5,30000,Automatic,2020,1950,17.9,4
chennai,SUV,1,Mercedes-Benz,AMG GLA 35,2022,4MATIC,15.679590688771956,2022,Third Party,Petrol,5,2000,Automatic,2022,1991,14.2,2
chennai,Sedan,1,Mercedes-Benz,AMG A 35,2022,4MATIC,15.590462908875947,2022,Comprehensive,Petrol,5,300,Automatic,2022,1991,14.74,2
chennai,SUV,1,Hyundai,Venue,2022,S,13.764217263576723,2022,Third Party,Petrol,5,11600,Manual,2022,1197,17.52,2
chennai,SUV,1,MG,Hector,2021,Sharp,14.375126345899696,2021,Third Party,Petrol,5,18377,Manual,2021,1451,15.81,3
chennai,Sedan,2,Honda,City,2010,1.5 V,12.80765263256463,2010,Comprehensive,Petrol,5,97000,Automatic,2010,1497,16.8,14
chennai,Hatchback,1,Hyundai,EON,2015,Era,12.567237494741756,2015,Comprehensive,Petrol,5,75184,Manual,2015,814,21.1,9
chennai,Sedan,2,Maruti,Swift Dzire,2014,VXI,12.987688474077729,2014,Comprehensive,Petrol,5,49387,Manual,2014,1197,22.41,10
chennai,Hatchback,1,Hyundai,i10,2011,Magna,12.644327576461327,2011,Comprehensive,Petrol,5,81000,Manual,2011,1197,20.36,13
chennai,Hatchback,1,Maruti,Wagon R,2010,VXI,12.567237494741756,2011,Comprehensive,Petrol,5,80320,Manual,2010,998,18.9,13
chennai,Sedan,1,Skoda,Rapid,2021,1.0 TSI,13.99949739407729,2021,Zero Dep,Petrol,5,8608,Automatic,2021,999,16.24,3
chennai,Sedan,1,Hyundai,Verna,2018,VTVT 1.6,13.790192749979983,2018,Comprehensive,Petrol,5,23000,Automatic,2018,1591,17.0,6
chennai,SUV,3,Nissan,Terrano,2015,XV 110,13.151922179645874,2015,Third Party,Diesel,5,96892,Manual,2015,1461,19.01,9
chennai,SUV,1,Renault,Duster,2016,85PS Diesel,13.407542319637992,2016,Comprehensive,Diesel,5,75000,Manual,2016,1461,19.87,8
chennai,Hatchback,1,Maruti,Alto 800,2016,LXI,12.538967060803502,2016,Third Party,Petrol,5,61237,Manual,2016,796,22.05,8
chennai,SUV,1,Nissan,Magnite,2021,Turbo XL,13.548937448722729,2021,Comprehensive,Petrol,5,32806,Manual,2021,999,20.0,3
chennai,Hatchback,1,Renault,KWID,2019,1.0,12.84792653170257,2019,Third Party,Petrol,5,52138,Manual,2019,999,23.01,5
chennai,Sedan,1,Volkswagen,Ameo,2016,1.0 MPI,13.16158409055761,2016,Third Party,Petrol,5,37429,Manual,2016,999,19.44,8
chennai,Hatchback,2,Maruti,Wagon R,2010,VXI,12.468436909997664,2010,Third Party,Petrol,5,78978,Manual,2010,998,21.79,14
chennai,SUV,2,Toyota,Fortuner,2012,4x2,14.204168547756057,2012,Comprehensive,Diesel,7,100000,Manual,2012,2982,13.0,12
chennai,SUV,2,Mercedes-Benz,M-Class,2014,ML 250,14.496078956317358,2014,Third Party,Diesel,5,96000,Automatic,2014,2143,15.26,10
chennai,SUV,1,Skoda,Kodiaq,2018,2.0 TDI,14.845129975145433,2018,Comprehensive,Diesel,7,69000,Automatic,2018,1968,16.25,6
chennai,Hatchback,1,Honda,Brio,2015,VX,13.017002861746503,2015,Third Party,Petrol,5,52044,Manual,2015,1198,19.4,9
chennai,Sedan,1,Audi,A3,2019,35 TFSI,14.70134208235372,2019,Third Party,Petrol,5,37000,Automatic,2019,1395,19.2,5
chennai,MUV,1,Renault,Triber,2023,RXZ,13.641157170819495,2023,Third Party,Petrol,7,8541,Manual,2023,999,20.0,1
chennai,Sedan,2,Skoda,Rapid,2019,1.6 MPI,13.473020249017498,2019,Comprehensive,Petrol,5,30000,Automatic,2019,1598,14.84,5
chennai,Hatchback,1,Maruti,Celerio X,2018,ZXI,13.036805489042685,2018,Comprehensive,Petrol,5,44768,Automatic,2018,998,21.63,6
chennai,SUV,1,Ford,Ecosport,2020,1.5 Petrol,13.55284624848778,2020,Comprehensive,Petrol,5,27062,Manual,2020,1496,15.9,4
chennai,Sedan,1,Hyundai,Verna,2018,VTVT 1.6,13.710150042306449,2018,Third Party,Petrol,5,46973,Manual,2018,1591,17.0,6
chennai,Sedan,1,Volkswagen,Virtus,2022,Highline,14.060024135014675,2022,Third Party,Petrol,5,22239,Manual,2022,999,19.4,2
chennai,SUV,1,Tata,Nexon,2021,XZ,13.784019890872903,2021,Comprehensive,Petrol,5,16455,Manual,2021,1199,17.57,3
chennai,Sedan,1,BMW,5 Series,2021,520d Luxury,15.60727002719233,2021,Comprehensive,Diesel,5,20000,Automatic,2021,1995,20.37,3
chennai,Hatchback,1,Tata,Altroz,2022,XZA,13.7557605535585,2022,Comprehensive,Petrol,5,5107,Automatic,2022,1199,18.5,2
chennai,Hatchback,1,Hyundai,Grand i10 Nios,2022,Sportz,13.444446876573442,2022,Third Party,Petrol,5,34000,Manual,2022,1197,20.7,2
chennai,SUV,1,Jeep,Compass,2018,1.4 Limited,14.04344262601028,2018,Comprehensive,Petrol,5,88923,Automatic,2018,1368,16.0,6
chennai,Hatchback,2,Maruti,Wagon R,2013,VXI,12.570715759118084,2013,Third Party,Petrol,5,94581,Manual,2013,998,18.9,11
chennai,SUV,1,Land Rover,Discovery,2017,HSE 3.0,15.096444403426338,2017,Comprehensive,Diesel,7,71000,Automatic,2017,2993,18.0,7
chennai,Hatchback,1,Hyundai,i20,2021,Asta,13.764217263576723,2021,Third Party,Petrol,5,30924,Manual,2021,998,20.0,3
chennai,Hatchback,2,Maruti,Alto K10,2011,VXI,12.310432660854415,2011,Third Party,Petrol,5,58747,Manual,2011,998,20.92,13
chennai,Hatchback,1,Maruti,Alto,2012,LXI,12.367340793126296,2012,Third Party,Petrol,5,63697,Manual,2012,796,19.7,12
chennai,SUV,1,Honda,WR-V,2017,i-DTEC,13.698976741708323,2017,Third Party,Diesel,5,53000,Manual,2017,1498,25.5,7
chennai,SUV,1,Ford,Ecosport,2016,1.5 Diesel,13.399995114002609,2016,Comprehensive,Diesel,5,43000,Manual,2016,1498,21.7,8
chennai,Sedan,1,Toyota,Camry,2020,Hybrid 2.5,15.176487111099874,2020,Comprehensive,Petrol,5,21000,Automatic,2020,2487,19.16,4
chennai,Sedan,2,Honda,Amaze,2013,S i-Dtech,12.84792653170257,2014,Comprehensive,Diesel,5,108513,Manual,2013,1498,25.8,10
chennai,Sedan,1,Skoda,Rapid,2015,1.5 TDI,13.422467969854669,2015,Comprehensive,Diesel,5,91000,Automatic,2015,1498,21.66,9
chennai,Sedan,1,Lexus,ES,2018,300h,15.424948470398377,2018,Comprehensive,Petrol,5,37000,Automatic,2018,2487,22.37,6
chennai,SUV,1,Honda,WR-V,2021,VX Diesel,13.786081747273462,2021,Comprehensive,Diesel,5,71721,Manual,2021,1498,23.7,3
chennai,Hatchback,1,Renault,KWID,2019,RXT,12.771386454580234,2019,Third Party,Petrol,5,39276,Manual,2019,999,23.01,5
chennai,Sedan,1,Jaguar,XF,2014,2.0 Diesel,14.648419680899378,2014,Comprehensive,Diesel,5,35000,Automatic,2014,1999,19.33,10
chennai,SUV,1,Maruti,Vitara Brezza,2019,zdi,13.671640187544572,2019,Zero Dep,Diesel,5,85616,Automatic,2019,1248,24.3,5
chennai,Sedan,1,Toyota,Etios,2016,G,13.13823672656062,2016,Third Party,Petrol,5,56380,Manual,2016,1496,16.78,8
chennai,Hatchback,3,Hyundai,i20,2009,Magna,12.468436909997664,2009,Comprehensive,Petrol,5,83000,Manual,2009,1197,18.5,15
chennai,SUV,1,Maruti,Vitara Brezza,2016,zdi,13.58735446482652,2016,Comprehensive,Diesel,5,66211,Manual,2016,1248,24.3,8
chennai,Sedan,1,Audi,A3,2019,35 TFSI,14.723769118141163,2019,Third Party,Petrol,5,37000,Automatic,2019,1395,19.2,5
chennai,Hatchback,1,Hyundai,Grand i10,2016,Sportz,12.98079981308254,2016,Comprehensive,Petrol,5,60662,Manual,2016,1197,18.9,8
chennai,SUV,1,Tata,Punch,2021,Creative,13.569610019527447,2021,Comprehensive,Petrol,5,24140,Automatic,2021,1199,18.8,3
chennai,Sedan,1,Audi,A6,2015,35 TFSI,14.55267414547198,2016,Third Party,Petrol,5,56000,Automatic,2015,1798,15.26,8
chennai,SUV,1,Audi,Q3,2017,30 TFSI,14.723769118141163,2018,Third Party,Petrol,5,47000,Automatic,2017,1395,16.9,6
chennai,SUV,1,Audi,Q3,2016,35 TDI,14.503644694187988,2017,Third Party,Diesel,5,54700,Automatic,2016,1968,15.73,7
chennai,Hatchback,1,Hyundai,i20,2021,Asta,13.901688254205329,2021,Third Party,Petrol,5,27000,Automatic,2021,998,20.28,3
chennai,Hatchback,2,Chevrolet,Beat,2013,Diesel LS,12.765688433465597,2014,Third Party,Diesel,5,63000,Manual,2013,936,25.44,10
chennai,SUV,1,BMW,X1,2019,xDrive,15.031905882288768,2020,Comprehensive,Diesel,5,65000,Automatic,2019,1995,20.68,4
chennai,Sedan,4,Audi,A6,2013,3.0 TDI,13.8104970111151,2014,Third Party,Diesel,5,81000,Automatic,2013,2967,14.57,10
chennai,SUV,2,Mercedes-Benz,GL-Class,2014,350 CDI,14.723769118141163,2014,Third Party,Diesel,7,94000,Automatic,2014,2987,11.3,10
chennai,MUV,1,Kia,Carens,2022,Luxury Plus,14.48333993053993,2022,Comprehensive,Petrol,7,11000,Automatic,2022,1353,16.5,2
chennai,Sedan,1,Volkswagen,Virtus,2022,Topline,14.298553800717814,2022,Comprehensive,Petrol,5,12901,Automatic,2022,999,18.12,2
chennai,Hatchback,1,Datsun,GO,2019,T CVT,13.062613372998555,2020,Third Party,Petrol,5,29708,Automatic,2019,1198,19.59,4
chennai,SUV,1,MG,Astor,2021,Savvy,14.340238495183105,2021,Third Party,Petrol,5,22186,Automatic,2021,1498,14.85,3
chennai,MUV,1,Datsun,GO Plus,2019,A,12.889169490236618,2019,Comprehensive,Petrol,7,71413,Manual,2019,1198,19.02,5
chennai,Hatchback,3,Hyundai,i20,2011,Sportz,12.614865543731012,2011,Third Party,Petrol,5,50046,Manual,2011,1197,17.0,13
chennai,SUV,1,Kia,Seltos,2019,GTX DCT,14.214286677921642,2019,Third Party,Petrol,5,57600,Automatic,2019,1353,16.2,5
chennai,Hatchback,2,Datsun,GO,2019,T Option,12.8815648908514,2019,Comprehensive,Petrol,5,46116,Manual,2019,1198,19.83,5
chennai,SUV,1,Audi,Q2,2020,Premium,14.80132735248704,2021,Third Party,Petrol,5,11700,Automatic,2020,1984,13.47,3
chennai,SUV,1,Tata,New Safari,2021,XZA,14.452616347640594,2021,Third Party,Diesel,6,24602,Automatic,2021,1956,14.08,3
chennai,Hatchback,1,Volkswagen,Polo,2018,1.0 MPI,13.226723392728571,2018,Third Party,Petrol,5,81454,Manual,2018,999,18.78,6
chennai,Sedan,1,BMW,3 Series,2022,330i M,15.60727002719233,2022,Comprehensive,Petrol,5,6000,Automatic,2022,1998,16.13,2
chennai,SUV,1,Ford,Ecosport,2019,1.5 Petrol,13.805460222110773,2019,Third Party,Petrol,5,37655,Automatic,2019,1497,14.8,5
chennai,Sedan,2,Audi,A4,2013,35 TDI,14.144814305106877,2013,Comprehensive,Diesel,5,73000,Automatic,2013,1968,17.11,11
chennai,Sedan,1,Volkswagen,Vento,2017,1.6 MPI,13.652991628466498,2018,Third Party,Petrol,5,15100,Manual,2017,1598,16.09,6
chennai,SUV,2,Audi,Q3,2016,35 TDI,14.70134208235372,2016,Comprehensive,Diesel,5,70000,Automatic,2016,1968,15.17,8
chennai,SUV,2,Audi,Q3,2016,35 TDI,14.669925886120344,2017,Comprehensive,Diesel,5,75000,Automatic,2016,1968,15.17,7
chennai,SUV,0,Audi,Q3,2022,Technology,15.29711509888849,2022,Third Party,Petrol,5,15000,Automatic,2022,1984,13.47,2
chennai,SUV,1,Kia,Sonet,2020,HTX,13.864300722133706,2020,Third Party,Petrol,5,23700,Manual,2020,998,18.2,4
chennai,SUV,0,Renault,Kiger,2022,RXZ,13.787111083442577,2022,Third Party,Petrol,5,7087,Manual,2022,999,20.5,2
chennai,Hatchback,1,Hyundai,Grand i10 Nios,2020,Asta,13.493926933836812,2020,Comprehensive,Petrol,5,40000,Manual,2020,1197,20.7,4
chennai,Hatchback,2,Renault,KWID,2016,RXT,12.66349749256905,2016,Third Party,Petrol,5,58155,Manual,2016,799,25.17,8
chennai,SUV,3,Ford,Ecosport,2020,1.5 Petrol,13.664687668229693,2020,Third Party,Petrol,5,30015,Automatic,2020,1497,14.8,4
chennai,Sedan,1,Hyundai,Aura,2022,SX Plus,13.698976741708323,2022,Third Party,Petrol,5,5239,Automatic,2022,1197,20.1,2
chennai,Hatchback,2,Hyundai,i10,2011,Magna,12.43320423404224,2011,Third Party,Petrol,5,62606,Manual,2011,1197,20.36,13
chennai,Hatchback,1,Tata,Tiago,2017,1.2 Revotron,12.978493006984626,2017,Third Party,Petrol,5,65287,Manual,2017,1199,23.84,7
chennai,Sedan,2,Audi,A3,2019,35 TDI,14.978661367769956,2019,Comprehensive,Diesel,5,12000,Automatic,2019,1968,20.38,5
chennai,Sedan,1,Maruti,Ciaz,2018,Delta,13.480037821676143,2018,Comprehensive,Diesel,5,50267,Automatic,2018,1248,28.09,6
chennai,Hatchback,1,Maruti,Alto K10,2015,AMT,12.751299696013495,2015,Third Party,Petrol,5,87277,Automatic,2015,998,23.95,9
chennai,SUV,1,Maruti,SX4 S Cross,2021,Sigma,13.658856747918897,2021,Third Party,Petrol,5,11323,Manual,2021,1462,18.55,3
chennai,Hatchback,1,Maruti,Celerio,2016,ZXI,12.80765263256463,2016,Comprehensive,Petrol,5,90487,Automatic,2016,998,26.0,8
chennai,Hatchback,1,Maruti,Zen Estilo,2010,LXI,12.301382825334498,2010,Third Party,Petrol,5,55405,Manual,2010,998,19.0,14
chennai,Sedan,1,BMW,3 Series Gran Limousine,2022,320Ld Luxury,15.619692547190889,2022,Comprehensive,Diesel,5,15000,Automatic,2022,1995,19.62,2
chennai,SUV,1,Mahindra,TUV 300,2017,T8,13.698976741708323,2017,Third Party,Diesel,7,31450,Manual,2017,1493,18.49,7
chennai,SUV,1,Audi,Q3,2013,35 TDI,14.115615150414612,2013,Comprehensive,Diesel,5,90000,Automatic,2013,1968,15.73,11
chennai,Sedan,2,Mercedes-Benz,C-Class,2012,C 200,14.01436141670944,2012,Comprehensive,Petrol,5,36000,Automatic,2012,1991,14.74,12
chennai,SUV,2,Audi,Q3,2017,35 TDI,14.690979295318174,2017,Comprehensive,Diesel,5,40000,Automatic,2017,1968,15.73,7
chennai,SUV,1,Honda,CR-V,2017,2.0L 2WD,14.316285845876765,2017,Comprehensive,Petrol,5,95000,Automatic,2017,1997,13.7,7
chennai,Hatchback,2,Hyundai,i20,2010,Magna,12.524526376648708,2010,Not Available,Petrol,5,107280,Manual,2010,1197,18.5,14
chennai,SUV,1,Nissan,Kicks,2019,XV Premium,13.864300722133706,2020,Third Party,Diesel,5,45700,Manual,2019,1461,20.45,4
chennai,Hatchback,1,Fiat,Punto,2013,1.3 Dynamic,12.594730635321955,2013,Third Party,Diesel,5,74686,Manual,2013,1248,20.3,11
chennai,Hatchback,1,Maruti,Celerio,2018,VXI,13.041153321978786,2018,Comprehensive,Petrol,5,119004,Manual,2018,998,25.24,6
chennai,SUV,1,Hyundai,Venue,2019,S Diesel,13.485616636703185,2019,Comprehensive,Diesel,5,117079,Manual,2019,1396,23.7,5
chennai,Hatchback,1,Honda,Jazz,2017,1.2 S,13.217673557208654,2017,Comprehensive,Petrol,5,35000,Manual,2017,1199,18.7,7
chennai,Hatchback,1,Hyundai,Santro Xing,2012,GL Plus,12.567237494741756,2012,Comprehensive,Petrol,5,76730,Manual,2012,1086,17.92,12
chennai,SUV,1,Hyundai,Venue,2022,SX Turbo,13.849911984681606,2022,Third Party,Petrol,5,21123,Manual,2022,998,18.0,2
chennai,Sedan,1,Toyota,Corolla Altis,2014,VL AT,13.681979165339753,2014,Comprehensive,Petrol,5,98000,Automatic,2014,1798,14.28,10
chennai,Hatchback,1,Tata,Tiago,2018,1.2 Revotron,13.005829561148378,2019,Third Party,Petrol,5,69684,Manual,2018,1199,23.84,5
chennai,SUV,1,Renault,Duster,2020,RXZ,13.989463865087712,2021,Third Party,Petrol,5,16600,Automatic,2020,1330,16.42,3
chennai,Sedan,2,Volkswagen,Vento,2016,1.6 Comfortline,13.199324418540456,2016,Third Party,Petrol,5,90403,Manual,2016,1598,16.09,8
chennai,Hatchback,3,Volkswagen,Polo,2016,1.5 TDI,13.277656261810364,2016,Comprehensive,Diesel,5,81009,Manual,2016,1498,20.14,8
chennai,SUV,1,Volkswagen,Taigun,2021,1.5 TSI,14.386490104550012,2021,Comprehensive,Petrol,5,16500,Manual,2021,1498,17.88,3
chennai,Hatchback,2,Tata,Tiago,2017,1.05 Revotorq,12.971540487669746,2017,Third Party,Diesel,5,84741,Manual,2017,1047,27.28,7
chennai,SUV,1,Mahindra,TUV 300 Plus,2018,P8,13.805460222110773,2018,Third Party,Diesel,9,51122,Manual,2018,2179,18.49,6
chennai,Sedan,2,Mercedes-Benz,E-Class,2016,E250,14.790070197962406,2017,Comprehensive,Diesel,5,60000,Automatic,2016,2143,13.0,7
chennai,Hatchback,4,Ford,Figo,2010,ZXI,11.695247021764184,2010,Third Party,Diesel,5,96094,Manual,2010,1399,20.0,14
chennai,Hatchback,1,Maruti,Swift,2018,AMT,13.337474757021274,2018,Third Party,Petrol,5,42891,Automatic,2018,1197,22.0,6
chennai,SUV,1,Renault,Duster,2018,85PS Diesel,13.698976741708323,2019,Third Party,Diesel,5,59100,Manual,2018,1461,19.87,5
chennai,SUV,1,Tata,Nexon,2018,1.2 Revotron,13.593616226050496,2018,Not Available,Petrol,5,55913,Automatic,2018,1198,17.0,6
chennai,SUV,1,Volkswagen,Tiguan,2017,2.0 TDI,14.53335035111459,2017,Comprehensive,Diesel,5,65000,Automatic,2017,1968,16.65,7
chennai,Sedan,1,BMW,3 Series GT,2019,Sport,15.089475734110245,2019,Comprehensive,Diesel,5,60000,Automatic,2019,1995,21.76,5
bangalore,Hatchback,3,Maruti,Celerio,2015,VXI,12.89921982609012,2015,Third Party,Petrol,5,120000,Manual,2015,998,23.1,9
bangalore,SUV,2,Ford,Ecosport,2018,1.5 Petrol,13.60602333309755,2018,Comprehensive,Petrol,5,32706,Manual,2018,1497,17.0,6
bangalore,Hatchback,1,Tata,Tiago,2018,1.2 Revotron,13.279367126213993,2018,Comprehensive,Petrol,5,11949,Manual,2018,1199,23.84,6
bangalore,Sedan,1,Hyundai,Xcent,2014,1.2 Kappa,13.043320170063875,2014,Comprehensive,Petrol,5,17794,Manual,2014,1197,19.1,10
bangalore,SUV,1,Maruti,SX4 S Cross,2015,DDiS 200,13.579788224443204,2015,Third Party,Diesel,5,60000,Manual,2015,1248,23.65,9
bangalore,SUV,1,Jeep,Compass,2020,2.0 Longitude,14.457364444136669,2020,Third Party,Diesel,5,20000,Manual,2020,1956,17.1,4
bangalore,Hatchback,1,Datsun,GO,2017,T Option,12.751299696013495,2017,Comprehensive,Petrol,5,37772,Manual,2017,1198,20.63,7
bangalore,SUV,1,Hyundai,Venue,2021,SX Plus,13.997832114758229,2021,Third Party,Petrol,5,30000,Automatic,2021,998,18.15,3
bangalore,Sedan,1,Maruti,Ciaz,2018,Alpha,13.77468856344402,2018,Comprehensive,Petrol,5,37000,Automatic,2018,1462,20.28,6
bangalore,Hatchback,1,Tata,Tiago,2017,1.2 Revotron,13.279367126213993,2018,Comprehensive,Petrol,5,11949,Manual,2017,1199,23.84,6
bangalore,Hatchback,1,Maruti,Baleno,2018,Delta,13.444446876573442,2018,Third Party,Petrol,5,50000,Manual,2018,1197,21.4,6
bangalore,Hatchback,1,Hyundai,Grand i10,2019,1.2 Kappa,13.432784936825598,2019,Third Party,Petrol,5,24887,Automatic,2019,1197,18.9,5
bangalore,Hatchback,1,Honda,Jazz,2018,VX CVT,13.623138665316818,2018,Comprehensive,Petrol,5,23000,Automatic,2018,1199,18.2,6
bangalore,Hatchback,1,Tata,Tiago,2018,1.2 Revotron,13.296316684527769,2018,Comprehensive,Petrol,5,48928,Automatic,2018,1199,23.84,6
bangalore,SUV,3,Mahindra,XUV500,2014,W6,13.444446876573442,2014,Comprehensive,Diesel,7,108862,Manual,2014,2179,15.1,10
bangalore,SUV,1,Jeep,Compass,2018,2.0 Limited,14.115615150414612,2018,Third Party,Diesel,5,80000,Manual,2018,1956,17.1,6
bangalore,SUV,1,Mercedes-Benz,GLA,2022,220d 4M,15.537383899728162,2022,Comprehensive,Diesel,5,16000,Automatic,2022,1950,16.1,2
bangalore,Hatchback,2,Hyundai,i20,2014,Asta,13.163505320735505,2014,Comprehensive,Diesel,5,65376,Manual,2014,1396,21.27,10
bangalore,SUV,1,Tata,Nexon,2022,XM,13.820498099475314,2022,Third Party,Petrol,5,10000,Manual,2022,1199,17.33,2
bangalore,Sedan,2,Honda,City,2016,i VTEC,13.560618308335483,2016,Comprehensive,Petrol,5,67000,Manual,2016,1497,17.8,8
bangalore,Sedan,3,BMW,5 Series,2011,520d Sedan,14.603967918328545,2011,Third Party,Diesel,5,100000,Automatic,2011,1995,18.48,13
bangalore,Hatchback,1,Maruti,Swift,2016,VXI,13.274225726713574,2016,Comprehensive,Petrol,5,18083,Manual,2016,1197,22.38,8
bangalore,SUV,1,Renault,Duster,2020,RXS,13.901688254205329,2020,Third Party,Petrol,5,30000,Manual,2020,1498,16.42,4
bangalore,Hatchback,2,Tata,Tiago,2016,1.2 Revotron,13.032438669876342,2016,Comprehensive,Petrol,5,57634,Manual,2016,1199,23.84,8
bangalore,Sedan,2,Mercedes-Benz,S-Class,2016,S 500,15.404745763080856,2016,Third Party,Petrol,5,50000,Automatic,2016,4663,7.81,8
bangalore,Sedan,1,Honda,City,2015,i VTEC,13.217673557208654,2015,Third Party,Petrol,5,110000,Manual,2015,1497,17.4,9
bangalore,Hatchback,1,Hyundai,Santro,2018,Sportz,13.253391639810731,2018,Comprehensive,Petrol,5,23447,Automatic,2018,1086,20.3,6
bangalore,Hatchback,2,Hyundai,Santro Xing,2009,GLS,12.301382825334498,2009,Third Party,LPG,5,30000,Manual,2009,1086,13.45,15
bangalore,Sedan,1,Mercedes-Benz,E-Class,2017,Exclusive,15.237413346551532,2017,Comprehensive,Petrol,5,33000,Automatic,2017,1991,15.0,7
bangalore,SUV,2,Mahindra,XUV500,2014,W6,13.665849783409868,2014,Third Party,Diesel,7,87667,Manual,2014,2179,15.1,10
bangalore,Sedan,2,Audi,A4,2016,35 TDI,14.394928973195876,2016,Third Party,Diesel,5,40000,Automatic,2016,1968,17.11,8
bangalore,SUV,2,Mahindra,XUV500,2014,W8,13.59610874759811,2014,Comprehensive,Diesel,7,79012,Manual,2014,2179,15.1,10
bangalore,SUV,1,Jeep,Compass,2021,Model S,14.757469036587008,2021,Comprehensive,Diesel,5,31344,Manual,2021,1956,17.1,3
bangalore,Sedan,1,Hyundai,Xcent,2018,1.2 VTVT,13.420985389894444,2018,Third Party,Petrol,5,50000,Manual,2018,1197,20.14,6
bangalore,Hatchback,1,Maruti,Wagon R,2015,VXI,12.762827201184564,2015,Comprehensive,Petrol,5,12434,Manual,2015,998,20.51,9
bangalore,MUV,2,Maruti,Ertiga,2019,ZXI,13.864300722133706,2019,Third Party,Petrol,7,60000,Manual,2019,1462,19.34,5
bangalore,Sedan,1,Mercedes-Benz,C-Class,2019,Progressive,15.302780836424168,2019,Comprehensive,Diesel,5,12000,Automatic,2019,1950,12.6,5
bangalore,Hatchback,2,Maruti,Wagon R,2015,VXI,12.914105975526647,2015,Comprehensive,Petrol,5,40987,Manual,2015,998,20.51,9
